N;article;author;year;LINK;morphological_structure;extracted_features;extraction_techniques;classification_techniques;accuracy;Life_forms;data_set;country_of_origin
372;Mobile Plant Species Classification: A Low Computational Aproach;"PRASAD S;PEDDOJU S;GHOSH D";2013;https://doi.org/10.1109/ICIIP.2013.6707624;Leave;Color;Color characteristics;K-Nearest neighbour (KNN);91.34;Trees;Base de dados pública;China
373;An adaptive plant leaf mobile informatics using RSSC;"PRASAD S;PEDDOJU S;GHOSH D";2016;https://link.springer.com/article/10.1007/s11042-016-4040-8;Leave;Texture;Relative sub-image sparse coefficients (RSSC);K-Nearest neighbour (KNN);99.36;Various;Base de dados pública;Various
373;An adaptive plant leaf mobile informatics using RSSC;"PRASAD S;PEDDOJU S;GHOSH D";2016;https://link.springer.com/article/10.1007/s11042-016-4040-8;Leave;Texture;Gray level cooccurrence matrix (GLCM);K-Nearest neighbour (KNN);99.36;Various;Base de dados pública;Various
374;Medicinal Plant Leaf Information Extraction Using Deep Features;"PRASAD S;SINGH P";2017;https://doi.org/10.1109/TENCON.2017.8228324;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);98.2;Various;Base de dados pública;China
375;"Piper Plant Classification using Deep
CNN Feature Extraction and
Hyperparameter Tuned Random
Forest Classification";"PRAVIN A;DEEPA C";2022;https://doi.org/10.22545/2022/00202;Leave;Representations;Convolutional Neural Networks (CNN);Random Forest (RF);94;Herbaceous;Base de dados pública;NI
376;Deep Feature Extraction and Weight Updated Tuned Random Forest for Piper Plant Species Recognition;"PRAVIN A;DEEPA C";2023;https://doi.org/10.25728/assa.2023.23.2.1393;Leave;Representations;Convolutional Neural Networks (CNN);Weight Updated Tuned Random Forest (WUT-RF);98.8;Herbaceous;Base de dados pública;NI
377;Classification of Plant Species Using AlexNet Architecture;"PRAVINKRISHNAN K;SIVAKUMAR N;JEBARAJ A;POOJA C;SRIDHAR S;BALASUNDARAM P;KALINATHAN L";2022;NI;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);30.9;Various;Base de dados pública;NI
378;An Efficient Leaf Recognition Algorithm for Plant Classification Using Support Vector Machine;"PRIYA C;BALASARAVANAN T;THANAMANI A";2012;https://doi.org/10.1109/ICPRIME.2012.6208384;Leave;Shape;Shape features;Suport Vector Machine (SVM);94.5;Trees;Base de dados pública;China
378;An Efficient Leaf Recognition Algorithm for Plant Classification Using Support Vector Machine;"PRIYA C;BALASARAVANAN T;THANAMANI A";2012;https://doi.org/10.1109/ICPRIME.2012.6208385;Leave;Shape;Shape features;K-Nearest neighbour (KNN);96.8;Trees;Base de dados pública;China
379;Advanced Medicinal Plant Classification and Bioactivity Identification based on Dense Net Architecture;"PUKHRAMBAM B;SAHAYADHAS A";2022;http://dx.doi.org/10.14569/IJACSA.2022.0130614;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99.78;Medicinal plants;Autores;India
380;Ayurvedic Plant Species Recognition using Statistical Parameters on Leaf Images;"PUSHPA B;ANAND C;MITHUN N P";2016;NI;Leave;Shape;Shape features;Statistical parameters;93.75;Medicinal plants;Autores;India
381;Comparision and Classification of Medicinal Plant Leaf Based on Texture Feature;"PUSHPA B;MEGHA N;AMALJITH K";2020;https://doi.org/10.1109/INCET49848.2020.9154155;Leave;Texture;Discrete Wavelet Transform (DWT);K-Nearest neighbour (KNN);56.66;Medicinal plants;Autores;India
381;Comparision and Classification of Medicinal Plant Leaf Based on Texture Feature;"PUSHPA B;MEGHA N;AMALJITH K";2020;https://doi.org/10.1109/INCET49848.2020.9154156;Leave;Texture;Gray level cooccurrence matrix (GLCM);K-Nearest neighbour (KNN);56.66;Medicinal plants;Autores;India
381;Comparision and Classification of Medicinal Plant Leaf Based on Texture Feature;"PUSHPA B;MEGHA N;AMALJITH K";2020;https://doi.org/10.1109/INCET49848.2020.9154157;Leave;Texture;Gray Level Difference Method (GLDM);K-Nearest neighbour (KNN);56.66;Medicinal plants;Autores;India
382;Medicinal Leaves Recognition Using Contour-Based Segmentation;"PUSHPA B;AMALJITH K;MEGHA N";2021;http://dx.doi.org/10.1007/978-981-33-4443-3_33;Leave;Texture;Discrete Wavelet Transform (DWT);K-Nearest neighbour (KNN);57;Medicinal plants;Autores;India
382;Medicinal Leaves Recognition Using Contour-Based Segmentation;"PUSHPA B;AMALJITH K;MEGHA N";2021;http://dx.doi.org/10.1007/978-981-33-4443-3_34;Leave;Texture;Local Binary Pattern (LBP);K-Nearest neighbour (KNN);69.16;Medicinal plants;Autores;India
383;Plant Species Recognition Based on Texture and Geometric Features of Leaf;"PUSHPA B;ATHIRA P";2021;https://doi.org/10.1109/ICSPC51351.2021.9451683;Leave;Texture;Gray level cooccurrence matrix (GLCM);Suport Vector Machine (SVM);96;Various;Autores;India
383;Plant Species Recognition Based on Texture and Geometric Features of Leaf;"PUSHPA B;ATHIRA P";2021;https://doi.org/10.1109/ICSPC51351.2021.9451684;Leave;Shape;Zernike Moments (ZM);Suport Vector Machine (SVM);96;Various;Autores;India
383;Plant Species Recognition Based on Texture and Geometric Features of Leaf;"PUSHPA B;ATHIRA P";2021;https://doi.org/10.1109/ICSPC51351.2021.9451685;Leave;Shape;Shape features;Suport Vector Machine (SVM);96;Various;Autores;India
384;Leaf Species Classification Using Teeth Features;"PUSHPA B;RAMEEZ R K;PRAJWAL Y B";2022;https://doi.org/10.1109/ICDSIS55133.2022.9915999;Leave;Shape;Edge detection algorithm;Convolutional Neural Networks (CNN);95.45;Trees;Base de dados pública;China
385;Classification of Plant Species based Seedlings and Weedlings in Low Lightening Conditions using Deep Convolution Neural Network;"PUSHPA B;SRINAG R;SHOBHA R N";2023;https://doi.org/10.1109/INCET57972.2023.10170644;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);94.13;Weeds;Autores;India
386;Exploring the Capability of NASNet Model for Plant Classification on GRASP-125 Dataset;"PUSHPA B;HEMANTH K M;SHOBHA R N";2023;https://doi.org/10.1109/INCET57972.2023.10169961;Whole plants;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);90.78;Herbaceous;Base de dados pública;Greece
387;"MYLPHerb-1: A Dataset of Malaysian Local Perennial
Herbs for the Study of Plant Images Classification under
Uncontrolled Environment";"PUSHPANATHAN K;HANAFI M;MASOHOR S;ILAHI W";2022;https://doi.org/10.47836/pjst.30.1.23;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);90;Medicinal plants;Autores;Malaysia
388;Attention-Based Deep Multi-scale Network for Plant Leaf Recognition;"QIN X;SHI Y;HUANG X;LI H;HUANG J;YUAN C;LIU C";2021;https://doi.org/10.1007/978-3-030-84522-3_24;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97.39;Various;Autores;China
389;Leaf recognition using convolutional neural networks based features;"QUACH B;DINH V;PHAM N;HUYNH D;NGUYEN B";2023;https://doi.org/10.1007/s11042-022-13199-y;Leave;Shape;Shape features;Suport Vector Machine (SVM);99.69;Trees;Base de dados pública;China
389;Leaf recognition using convolutional neural networks based features;"QUACH B;DINH V;PHAM N;HUYNH D;NGUYEN B";2023;https://doi.org/10.1007/s11042-022-13199-y;Leave;Shape;Fourier descriptors;Suport Vector Machine (SVM);99.69;Trees;Base de dados pública;China
389;Leaf recognition using convolutional neural networks based features;"QUACH B;DINH V;PHAM N;HUYNH D;NGUYEN B";2023;https://doi.org/10.1007/s11042-022-13199-y;Leave;Shape;Momentum Characteristics;Suport Vector Machine (SVM);99.69;Trees;Base de dados pública;China
389;Leaf recognition using convolutional neural networks based features;"QUACH B;DINH V;PHAM N;HUYNH D;NGUYEN B";2023;https://doi.org/10.1007/s11042-022-13199-y;Leave;Morphological characteristics;Morphological Features;Suport Vector Machine (SVM);99.69;Trees;Base de dados pública;China
389;Leaf recognition using convolutional neural networks based features;"QUACH B;DINH V;PHAM N;HUYNH D;NGUYEN B";2023;https://doi.org/10.1007/s11042-022-13199-y;Leave;Texture;Gray level cooccurrence matrix (GLCM);Suport Vector Machine (SVM);99.69;Trees;Base de dados pública;China
389;Leaf recognition using convolutional neural networks based features;"QUACH B;DINH V;PHAM N;HUYNH D;NGUYEN B";2023;https://doi.org/10.1007/s11042-022-13199-y;Leave;Color;Color characteristics;Suport Vector Machine (SVM);99.69;Trees;Base de dados pública;China
390;"Supervised Machine Learning
for Plants Identification Based
on Images of Their Leaves";"RAHMANI M;AMINE A;HAMOU R";2016;http://dx.doi.org/10.4018/IJAEIS.2016100102;Leave;Shape;Shape features;Decision Tree (DT);97;NI;Base de dados pública;NI
390;"Supervised Machine Learning
for Plants Identification Based
on Images of Their Leaves";"RAHMANI M;AMINE A;HAMOU R";2016;http://dx.doi.org/10.4018/IJAEIS.2016100103;Leave;Texture;Texture Features Histogram;K-Nearest neighbour (KNN);97;NI;Base de dados pública;NI
390;"Supervised Machine Learning
for Plants Identification Based
on Images of Their Leaves";"RAHMANI M;AMINE A;HAMOU R";2016;http://dx.doi.org/10.4018/IJAEIS.2016100104;Leave;Texture;Texture Features Histogram;Artificial Neural Networks (ANN);97;NI;Base de dados pública;NI
390;"Supervised Machine Learning
for Plants Identification Based
on Images of Their Leaves";"RAHMANI M;AMINE A;HAMOU R";2016;http://dx.doi.org/10.4018/IJAEIS.2016100105;Leave;Texture;Texture Features Histogram;Naive Bayes;97;NI;Base de dados pública;NI
391;"Application of image quality assessment module
to motion‑blurred wood images for wood species
identification system";"RAJAGOPAL H;KHAIRUDDIN A;MOKHTAR N;AHMAD A;YUSOF R";2018;https://doi.org/10.1007/s00226-019-01110-2;Wood;Statistics;Statistical characteristics;Suport Vector Machine (SVM);90;Trees;Autores;Malaysia
392;Ayurvedic Plants Identification based on Machine Learning and Deep Learning Technologies;"RAJANI S;VEENA M";2022;https://doi.org/10.1109/ICERECT56837.2022.10060533;Leave;Color;Color characteristics;Convolutional Neural Networks (CNN);98.7;Medicinal plants;Autores;India
392;Ayurvedic Plants Identification based on Machine Learning and Deep Learning Technologies;"RAJANI S;VEENA M";2022;https://doi.org/10.1109/ICERECT56837.2022.10060534;Leave;Shape;Shape features;Convolutional Neural Networks (CNN);98.7;Medicinal plants;Autores;India
392;Ayurvedic Plants Identification based on Machine Learning and Deep Learning Technologies;"RAJANI S;VEENA M";2022;https://doi.org/10.1109/ICERECT56837.2022.10060535;Leave;Texture;Texture features;Convolutional Neural Networks (CNN);98.7;Medicinal plants;Autores;India
393;"Multi-class classification using convolution neural
networks for plant leaf recognition of Ayurvedic
plants";"RAJESH K;BHASKARI D";2022;https://doi.org/10.1504/IJCSE.2022.120790;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99.88;Medicinal plants;Autores;India
394;A Mobile App for the Identification of Flowers Using Deep Learning;"RAJKOMAR G;PUDARUTH S";2023;http://dx.doi.org/10.14569/IJACSA.2023.0140508;Flowers;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99.74;Herbaceous;Autores;Mauricio Islands
395;A Multi-Feature Convolution Neural Network for Automatic Flower Recognition;"RAN J;SHI Y;YU J;LI D";2021;https://dx.doi.org/10.1142/S0218126621502819;Flowers;Color;Color characteristics;Convolutional Neural Networks (CNN);93;Herbaceous;Base de dados pública;United Kingdom
395;A Multi-Feature Convolution Neural Network for Automatic Flower Recognition;"RAN J;SHI Y;YU J;LI D";2021;https://dx.doi.org/10.1142/S0218126621502819;Flowers;Shape;Shape features;Convolutional Neural Networks (CNN);93;Herbaceous;Base de dados pública;United Kingdom
395;A Multi-Feature Convolution Neural Network for Automatic Flower Recognition;"RAN J;SHI Y;YU J;LI D";2021;https://dx.doi.org/10.1142/S0218126621502819;Flowers;Texture;Local Binary Pattern (LBP);Convolutional Neural Networks (CNN);93;Herbaceous;Base de dados pública;United Kingdom
396;Plant Recognition System Based on Neural Networks;"RANKOTHGE W;DISSANAYAKE D;GUNATHILAKA U;GUNARATHNA S;MUDALIGE C;THILAKUMARA R";2013;https://doi.org/10.1109/ICAdTE.2013.6524735;Leave;Color;Color characteristics;Artificial Neural Networks (ANN);95;Trees;Base de dados pública;NI
396;Plant Recognition System Based on Neural Networks;"RANKOTHGE W;DISSANAYAKE D;GUNATHILAKA U;GUNARATHNA S;MUDALIGE C;THILAKUMARA R";2013;https://doi.org/10.1109/ICAdTE.2013.6524736;Leave;Texture;Sobel Algorithm;Artificial Neural Networks (ANN);95;Trees;Base de dados pública;NI
397;An Improved Technique of Plant Leaf Classificaion Using Hybrid Feature Modeling;"RAO A;KULKARNI S";2017;https://doi.org/10.1109/ICIMIA.2017.7975579;Leave;Shape;Shape features;Convolutional Neural Networks (CNN);95.38;Trees;Base de dados pública;China
397;An Improved Technique of Plant Leaf Classificaion Using Hybrid Feature Modeling;"RAO A;KULKARNI S";2017;https://doi.org/10.1109/ICIMIA.2017.7975580;Leave;Shape;Scale Invariant Feature Transform (SIFT);Convolutional Neural Networks (CNN);95.38;Trees;Base de dados pública;China
398;Efficient Bark Recognition in the Wild;"RATAJCZAK R;BERTRAND S;CRISPIM-JUNIOR C;TOUGNE L";2019;https://hal.science/hal-02022629;Bark;Texture;Local Binary Pattern (LBP);Suport Vector Machine (SVM);91.2;Trees;Base de dados pública;Various
398;Efficient Bark Recognition in the Wild;"RATAJCZAK R;BERTRAND S;CRISPIM-JUNIOR C;TOUGNE L";2019;https://hal.science/hal-02022630;Bark;Color;Color characteristics;K-Nearest neighbour (KNN);91.2;Trees;Base de dados pública;Various
399;Ensemble Based Plant Species Recognition System Using Fusion of Hog and Kaze Approach;RATHOR S;2021;https://doi.org/10.1007/978-981-16-1480-4_48;Leave;Shape;Histogram of Oriented Gradients (HOG);Suport Vector Machine (SVM);92.3;Trees;Base de dados pública;United States
399;Ensemble Based Plant Species Recognition System Using Fusion of Hog and Kaze Approach;RATHOR S;2021;https://doi.org/10.1007/978-981-16-1480-4_49;Leave;Shape;KASE Algorithm;K-Nearest neighbour (KNN);92.3;Trees;Base de dados pública;United States
399;Ensemble Based Plant Species Recognition System Using Fusion of Hog and Kaze Approach;RATHOR S;2021;https://doi.org/10.1007/978-981-16-1480-4_50;Leave;Shape;KASE Algorithm;Random Forest (RF);92.3;Trees;Base de dados pública;United States
400;Plant Recognition System based on Leaf Image;"RAUT S;BHALCHANDRA A";2018;https://doi.org/10.1109/ICCONS.2018.8663028;Leave;Shape;Shape features;Euclidean Distance (ED);NI;Trees;Base de dados pública;NI
401;Classification of Indian Medicinal Leaves using Transfer Learning based Convolutional Neural Networks;"REDDY K;SHAIK A;BALASUNDARAM A;NITHIN M;KAKARLA L;NOOR M S";2022;https://doi.org/10.1109/ICOSEC54921.2022.9952074;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99.99;Medicinal plants;Autores;India
402;Fine-tuning Deep Convolutional Networks for Plant Recognition;"REYES A;CAICEDO J;CAMARGO J";2015;NI;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);48.7;Various;Base de dados pública;France
403;An Intelligent Flower Analyzing System for Medicinal Plants;"RODRIGO R;SAMARAWICKRAME K;MINDYA S";2013;NI;Flowers;Shape;Shape features;Suport Vector Machine (SVM);65;Herbaceous;Autores;Sri Lanka
403;An Intelligent Flower Analyzing System for Medicinal Plants;"RODRIGO R;SAMARAWICKRAME K;MINDYA S";2013;NI;Flowers;Color;Color characteristics;Suport Vector Machine (SVM);65;Herbaceous;Autores;Sri Lanka
404;Plant Identification using New Geometric Features with Standard Data Mining Methods;"ROJAS-HERNANDEZ R;LOPEZ-CHAU A;TRUJILLO-MORA V;ROJAS-HERNANDEZ C";2016;https://doi.org/10.1109/ICNSC.2016.7479024;Leave;Shape;Shape features;Artificial Neural Networks (ANN);73.71;Trees;Base de dados pública;Suécia
404;Plant Identification using New Geometric Features with Standard Data Mining Methods;"ROJAS-HERNANDEZ R;LOPEZ-CHAU A;TRUJILLO-MORA V;ROJAS-HERNANDEZ C";2016;https://doi.org/10.1109/ICNSC.2016.7479025;Leave;Shape;Shape features;K-Nearest neighbour (KNN);64.1;Trees;Base de dados pública;Suécia
404;Plant Identification using New Geometric Features with Standard Data Mining Methods;"ROJAS-HERNANDEZ R;LOPEZ-CHAU A;TRUJILLO-MORA V;ROJAS-HERNANDEZ C";2016;https://doi.org/10.1109/ICNSC.2016.7479026;Leave;Shape;Shape features;Decision Tree (DT);68.86;Trees;Base de dados pública;Suécia
404;Plant Identification using New Geometric Features with Standard Data Mining Methods;"ROJAS-HERNANDEZ R;LOPEZ-CHAU A;TRUJILLO-MORA V;ROJAS-HERNANDEZ C";2016;https://doi.org/10.1109/ICNSC.2016.7479027;Leave;Shape;Shape features;Random Forest (RF);76.48;Trees;Base de dados pública;Suécia
404;Plant Identification using New Geometric Features with Standard Data Mining Methods;"ROJAS-HERNANDEZ R;LOPEZ-CHAU A;TRUJILLO-MORA V;ROJAS-HERNANDEZ C";2016;https://doi.org/10.1109/ICNSC.2016.7479028;Leave;Shape;Shape features;Naive Bayes;69.43;Trees;Base de dados pública;Suécia
